Order ID,Order Date,Unit Cost,Price,Order Qty,Channel,Promotion_name,Product_Name,Manufacturer_ID,Product Sub Category,Product Category_Name,Region,City,Country_Name,Order Date (Year),Order Date (Quarter),Order Date (Month Index),Order Date (Month),Price After Discount
2278,9/14/2018,33,57.88,10,Store,No Discount,Contoso DVD External DVD Burner M200 Blue,1,Movie DVD,"Music, Movies and Audio Books",North America,Waukesha,United States,2018,Qtr3,9,Sep,57.88
2310,11/8/2016,732,999,10,Store,No Discount,Contoso Projector 720p M621 Silver,1,Projectors & Screens,Computers,North America,New London,United States,2016,Qtr4,11,Nov,999
2340,10/9/2016,3,12.66,10,Store,No Discount,Contoso DVD 55DVD Storage Binder M56 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Burlington,United States,2016,Qtr4,10,Oct,0.8862
2359,10/14/2016,192,293,10,Store,No Discount,Contoso Touch Screen Phones SAW/On-wall M806 Black,1,Touch Screen Phones,Cell phones,North America,Greeley,United States,2016,Qtr4,10,Oct,293
2438,11/12/2017,73,95.95,10,Store,No Discount,Contoso 4GB Portable MP3 Player M450 White,1,MP4&MP3,Audio,North America,Pittsfield,United States,2017,Qtr4,11,Nov,95.95
2743,9/9/2016,251,2295,10,Store,No Discount,Contoso Projector 1080p X980 Black,1,Projectors & Screens,Computers,North America,Beaumont,United States,2016,Qtr3,9,Sep,160.65
2905,10/17/2016,44,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Marshall,United States,2016,Qtr4,10,Oct,25.06
3036,9/19/2017,3,21.57,10,Store,No Discount,Contoso 2G MP3 Player E200 Red,1,MP4&MP3,Audio,North America,Bayonne,United States,2017,Qtr3,9,Sep,1.5099
3163,3/16/2018,114,499,10,Store,No Discount,Contoso Projector 480p M481 Black,1,Projectors & Screens,Computers,North America,Oregon,United States,2018,Qtr1,3,Mar,34.93
3234,9/8/2016,5,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,East Orange,United States,2016,Qtr3,9,Sep,13.89
3469,10/3/2016,10,22.89,10,Store,No Discount,Contoso DVD 60 DVD Storage Binder L20 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Boston,United States,2016,Qtr4,10,Oct,22.89
3649,3/15/2018,64,289.99,10,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Hartford,United States,2018,Qtr1,3,Mar,20.2993
3709,3/31/2017,404,499,10,Store,No Discount,Contoso Projector 480p M481 Silver,1,Projectors & Screens,Computers,North America,Boulder,United States,2017,Qtr1,3,Mar,499
3836,9/3/2017,248,427,10,Store,No Discount,Contoso SLR Camera X146 Orange,1,Digital SLR Cameras,Cameras and camcorders,North America,Vineland,United States,2017,Qtr3,9,Sep,427
3871,11/5/2016,32,229,10,Store,No Discount,Contoso Projector 480p M480 White,1,Projectors & Screens,Computers,North America,Englewood,United States,2016,Qtr4,11,Nov,16.03
3915,10/26/2016,109,259.99,10,Store,No Discount,Contoso DVD 14-Inch Player Portable L100 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Round Rock,United States,2016,Qtr4,10,Oct,259.99
4016,3/10/2017,280,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Poestenkill,United States,2017,Qtr1,3,Mar,568
4096,10/15/2017,5,190,10,Store,No Discount,Contoso Screen 100in E010 Black,1,Projectors & Screens,Computers,North America,Quincy,United States,2017,Qtr4,10,Oct,13.3
4387,3/31/2019,16,219,10,Store,No Discount,Contoso DVD Recorder L200 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Orono,United States,2019,Qtr1,3,Mar,15.33
4534,11/3/2017,38,259.99,10,Store,No Discount,Contoso DVD 14-Inch Player Portable L100 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Yakima,United States,2017,Qtr4,11,Nov,18.1993
4560,3/9/2017,119,299.23,10,Store,No Discount,Contoso 8GB Clock & Radio MP3 Player X850 Blue,1,MP4&MP3,Audio,North America,Charlottesville,United States,2017,Qtr1,3,Mar,299.23
4633,11/17/2016,128,300,10,Store,No Discount,Contoso Touch Screen Phones Infrared M901 Black,1,Touch Screen Phones,Cell phones,North America,Sunnyside,United States,2016,Qtr4,11,Nov,300
4728,11/20/2017,21,36.99,10,Store,No Discount,Contoso Multi-Use Terminal Cable E308 White,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Atlantic City,United States,2017,Qtr4,11,Nov,36.99
5119,3/25/2017,4,17.99,10,Store,No Discount,Contoso DVD 48 DVD Storage Binder M50 Red,1,Movie DVD,"Music, Movies and Audio Books",North America,Worcester,United States,2017,Qtr1,3,Mar,1.2593
5158,3/16/2017,160,293,10,Store,No Discount,Contoso Touch Screen Phones SAW/On-wall M806 Black,1,Touch Screen Phones,Cell phones,North America,Loveland,United States,2017,Qtr1,3,Mar,293
5167,9/17/2018,128,299.23,10,Store,No Discount,Contoso 8GB Clock & Radio MP3 Player X850 Green,1,MP4&MP3,Audio,North America,Newark,United States,2018,Qtr3,9,Sep,299.23
5395,9/26/2017,5,12.99,10,Store,No Discount,Contoso 512MB MP3 Player E51 Blue,1,MP4&MP3,Audio,North America,Plano,United States,2017,Qtr3,9,Sep,12.99
5880,10/12/2016,10,12.66,10,Store,No Discount,Contoso DVD 55DVD Storage Binder M56 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Kennewick,United States,2016,Qtr4,10,Oct,12.66
6065,11/23/2017,8,9.99,10,Store,No Discount,Contoso DVD 38 DVD Storage Binder E25 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Denver,United States,2017,Qtr4,11,Nov,9.99
6154,3/14/2017,1,95,10,Store,No Discount,Contoso Telephoto Conversion Lens M350 Silver,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Beaumont,United States,2017,Qtr1,3,Mar,6.65
6156,10/31/2017,421,637,10,Store,No Discount,Contoso SLR Camera X142 Black,1,Digital SLR Cameras,Cameras and camcorders,North America,Racine,United States,2017,Qtr4,10,Oct,637
6168,10/15/2018,91,219,10,Store,No Discount,Contoso DVD Recorder L240 Gold,1,Movie DVD,"Music, Movies and Audio Books",North America,Veradale,United States,2018,Qtr4,10,Oct,219
6306,3/12/2017,41,95,10,Store,No Discount,Contoso Telephoto Conversion Lens M350 Silver,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Cheney,United States,2017,Qtr1,3,Mar,95
6444,10/1/2016,256,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Houston,United States,2016,Qtr4,10,Oct,358
6569,9/10/2017,184,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Silver",1,Digital SLR Cameras,Cameras and camcorders,North America,Snoqualmie,United States,2017,Qtr3,9,Sep,358
6643,9/8/2017,1,6.95,10,Store,No Discount,Contoso Lens Cap Keeper E314 Yellow,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Granger,United States,2017,Qtr3,9,Sep,0.4865
6689,10/4/2018,225,300,10,Store,No Discount,Contoso Touch Screen Phones Infrared M901 Black,1,Touch Screen Phones,Cell phones,North America,East Troy,United States,2018,Qtr4,10,Oct,300
6968,3/15/2019,149,673,10,Store,No Discount,Contoso SLR Camera X144 Silver Grey,1,Digital SLR Cameras,Cameras and camcorders,North America,East Troy,United States,2019,Qtr1,3,Mar,47.11
6996,9/8/2017,59,59.99,10,Store,No Discount,Contoso 4G MP3 Player E400 Orange,1,MP4&MP3,Audio,North America,Cheney,United States,2017,Qtr3,9,Sep,59.99
7414,9/29/2016,3,289.99,10,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Orlando,United States,2016,Qtr3,9,Sep,20.2993
7459,3/22/2018,5,39.99,10,Store,No Discount,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Bridgeport,United States,2018,Qtr1,3,Mar,2.7993
7591,10/23/2017,81,109.99,10,Store,No Discount,Contoso DVD 7-Inch Player Portable E200 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,New Brunswick,United States,2017,Qtr4,10,Oct,109.99
7724,11/9/2017,29,95.95,10,Store,No Discount,Contoso 4GB Portable MP3 Player M450 White,1,MP4&MP3,Audio,North America,Fredericksburg,United States,2017,Qtr4,11,Nov,4.7975
7743,10/6/2017,157,251,10,Store,No Discount,Contoso Screen 106in M060 White,1,Projectors & Screens,Computers,North America,Yakima,United States,2017,Qtr4,10,Oct,251
7899,3/13/2019,187,289.99,10,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Bridgeport,United States,2019,Qtr1,3,Mar,289.99
7956,10/9/2018,79,289.99,10,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Desoto,United States,2018,Qtr4,10,Oct,14.4995
7988,11/5/2016,25,68,10,Store,No Discount,Contoso Lens Adapter M450 Black,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Thornton,United States,2016,Qtr4,11,Nov,68
8108,10/17/2016,96,159.99,10,Store,No Discount,Contoso DVD 9-Inch Player Portable M300 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Desoto,United States,2016,Qtr4,10,Oct,159.99
8109,9/27/2017,155,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Midland,United States,2017,Qtr3,9,Sep,358
8121,3/5/2017,259,427,10,Store,No Discount,Contoso SLR Camera X146 Orange,1,Digital SLR Cameras,Cameras and camcorders,North America,Greenville,United States,2017,Qtr1,3,Mar,427
8253,3/2/2017,3,25,10,Store,No Discount,Contoso USB Cable M250 Black,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Falmouth,United States,2017,Qtr1,3,Mar,1.75
8276,9/9/2017,320,673,10,Store,No Discount,Contoso SLR Camera X144 Gold,1,Digital SLR Cameras,Cameras and camcorders,North America,Fort Atkinson,United States,2017,Qtr3,9,Sep,673
8523,3/5/2017,7,299.23,10,Store,No Discount,Contoso 8GB Clock & Radio MP3 Player X850 Blue,1,MP4&MP3,Audio,North America,Germantown,United States,2017,Qtr1,3,Mar,20.9461
8559,9/17/2016,61,159.99,10,Store,No Discount,Contoso DVD 9-Inch Player Portable M300 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,South Portland,United States,2016,Qtr3,9,Sep,159.99
8594,9/26/2016,7,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Red,1,Movie DVD,"Music, Movies and Audio Books",North America,Virginia Beach,United States,2016,Qtr3,9,Sep,13.89
8765,10/2/2018,39,95,10,Store,No Discount,Contoso Telephoto Conversion Lens M350 Black,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,East Orange,United States,2018,Qtr4,10,Oct,95
8773,10/14/2017,57,59.99,10,Store,No Discount,Contoso 4G MP3 Player E400 Black,1,MP4&MP3,Audio,North America,Bar Harbor,United States,2017,Qtr4,10,Oct,59.99
8786,10/29/2017,46,59.99,10,Store,No Discount,Contoso 4G MP3 Player E400 Silver,1,MP4&MP3,Audio,North America,Montclair,United States,2017,Qtr4,10,Oct,59.99
8787,11/28/2017,24,95.95,10,Store,No Discount,Contoso 4GB Portable MP3 Player M450 Yellow,1,MP4&MP3,Audio,North America,Attleboro,United States,2017,Qtr4,11,Nov,4.7975
9034,3/28/2018,123,699,10,Store,No Discount,Contoso Projector 720p M620 White,1,Projectors & Screens,Computers,North America,Plattsburgh,United States,2018,Qtr1,3,Mar,48.93
9116,9/13/2016,6,17.99,10,Store,No Discount,Contoso DVD 48 DVD Storage Binder M50 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Thornton,United States,2016,Qtr3,9,Sep,0.8995
9157,3/4/2017,10,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Midland,United States,2017,Qtr1,3,Mar,13.89
9231,3/15/2018,11,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Red,1,Movie DVD,"Music, Movies and Audio Books",North America,Queen Anne's County,United States,2018,Qtr1,3,Mar,13.89
9285,11/7/2016,1,12.66,10,Store,No Discount,Contoso DVD 55DVD Storage Binder M56 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Bridgeport,United States,2016,Qtr4,11,Nov,0.8862
9347,3/9/2018,5,57.88,10,Store,No Discount,Contoso DVD External DVD Burner M200 Blue,1,Movie DVD,"Music, Movies and Audio Books",North America,Falmouth,United States,2018,Qtr1,3,Mar,4.0516
9424,10/1/2017,86,109.99,10,Store,No Discount,Contoso DVD 7-Inch Player Portable E200 White,1,Movie DVD,"Music, Movies and Audio Books",North America,Sedalia,United States,2017,Qtr4,10,Oct,109.99
9482,9/17/2016,929,2295,10,Store,No Discount,Contoso Projector 1080p X980 White,1,Projectors & Screens,Computers,North America,East Troy,United States,2016,Qtr3,9,Sep,2295
9822,3/27/2017,202,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Kennewick,United States,2017,Qtr1,3,Mar,358
9932,10/11/2018,48,134,10,Store,No Discount,Contoso 8GB MP3 Player new model M820 White,1,MP4&MP3,Audio,North America,Charlottesville,United States,2018,Qtr4,10,Oct,134
10367,3/17/2018,147,259.99,10,Store,No Discount,Contoso DVD 14-Inch Player Portable L100 White,1,Movie DVD,"Music, Movies and Audio Books",North America,Worcester,United States,2018,Qtr1,3,Mar,259.99
10410,3/6/2017,79,219,10,Store,No Discount,Contoso DVD Recorder L230 Grey,1,Movie DVD,"Music, Movies and Audio Books",North America,Shreveport,United States,2017,Qtr1,3,Mar,219
10437,3/20/2017,698,999,10,Store,No Discount,Contoso Projector 720p M621 White,1,Projectors & Screens,Computers,North America,Fort Lauderdale,United States,2017,Qtr1,3,Mar,999
10448,9/26/2018,124,299.23,10,Store,No Discount,Contoso 8GB Clock & Radio MP3 Player X850 Green,1,MP4&MP3,Audio,North America,Baltimore,United States,2018,Qtr3,9,Sep,299.23
10525,3/3/2018,351,632,10,Store,No Discount,Contoso SLR Camera X145 Pink,1,Digital SLR Cameras,Cameras and camcorders,North America,Rochester,United States,2018,Qtr1,3,Mar,632
10586,9/29/2017,21,36.99,10,Store,No Discount,Contoso Multi-Use Terminal Cable E308 Silver,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Marshall,United States,2017,Qtr3,9,Sep,36.99
10758,10/10/2016,101,699,10,Store,No Discount,Contoso Projector 720p M620 Silver,1,Projectors & Screens,Computers,North America,Baltimore,United States,2016,Qtr4,10,Oct,48.93
10866,10/2/2016,232,293,10,Store,No Discount,Contoso Touch Screen Phones SAW/On-wall M806 Black,1,Touch Screen Phones,Cell phones,North America,Midland,United States,2016,Qtr4,10,Oct,293
10895,10/17/2016,43,179.99,10,Store,No Discount,Contoso DVD 12-Inch Player Portable M400 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Back River,United States,2016,Qtr4,10,Oct,12.5993
10918,3/5/2017,28,699,10,Store,No Discount,Contoso Projector 720p M620 Silver,1,Projectors & Screens,Computers,North America,Green Bay,United States,2017,Qtr1,3,Mar,48.93
11200,3/25/2017,357,699,10,Store,No Discount,Contoso Projector 720p M620 Black,1,Projectors & Screens,Computers,North America,Madison,United States,2017,Qtr1,3,Mar,699
11569,3/20/2018,153,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Hoboken,United States,2018,Qtr1,3,Mar,358
11592,10/21/2018,17,299,10,Store,No Discount,Contoso Screen 113in M251 White,1,Projectors & Screens,Computers,North America,Newark,United States,2018,Qtr4,10,Oct,20.93
11701,11/18/2018,326,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Milwaukee,United States,2018,Qtr4,11,Nov,568
11849,11/14/2017,14,255,10,Store,No Discount,Contoso 32GB Video MP3 Player M3200 White,1,MP4&MP3,Audio,North America,Syracuse,United States,2017,Qtr4,11,Nov,17.85
11942,11/4/2018,231,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Pink",1,Digital SLR Cameras,Cameras and camcorders,North America,Rochester,United States,2018,Qtr4,11,Nov,568
12026,3/16/2017,99,289.99,10,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 White,1,Movie DVD,"Music, Movies and Audio Books",North America,Newark,United States,2017,Qtr1,3,Mar,14.4995
12036,11/26/2017,101,229,10,Store,No Discount,Contoso Projector 480p M480 Silver,1,Projectors & Screens,Computers,North America,New York,United States,2017,Qtr4,11,Nov,229
12278,3/24/2017,120,332,10,Store,No Discount,Contoso SLR Camera M144 Gold,1,Digital SLR Cameras,Cameras and camcorders,North America,Thornton,United States,2017,Qtr1,3,Mar,332
12398,3/11/2017,20,25,10,Store,No Discount,Contoso USB Cable M250 White,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Denton,United States,2017,Qtr1,3,Mar,25
12521,10/8/2017,9,17.99,10,Store,No Discount,Contoso DVD 48 DVD Storage Binder M50 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Clifton,United States,2017,Qtr4,10,Oct,17.99
12531,9/7/2018,35,219,10,Store,No Discount,Contoso DVD Recorder L230 Grey,1,Movie DVD,"Music, Movies and Audio Books",North America,Paterson,United States,2018,Qtr3,9,Sep,15.33
12538,9/30/2018,204,290,10,Store,No Discount,Contoso Pen Touch Screen Phones M320 Black,1,Touch Screen Phones,Cell phones,North America,New Bedford,United States,2018,Qtr3,9,Sep,290
12568,9/23/2016,164,427,10,Store,No Discount,Contoso SLR Camera X146 Orange,1,Digital SLR Cameras,Cameras and camcorders,North America,Germantown,United States,2016,Qtr3,9,Sep,427
12584,9/20/2017,105,134,10,Store,No Discount,Contoso 8GB MP3 Player new model M820 Yellow,1,MP4&MP3,Audio,North America,Fort Collins,United States,2017,Qtr3,9,Sep,134
12743,9/28/2017,21,49.96,10,Store,No Discount,Contoso Carrying Case E312 White,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Bar Harbor,United States,2017,Qtr3,9,Sep,49.96
12758,10/9/2016,692,999,10,Store,No Discount,Contoso Projector 720p M621 Silver,1,Projectors & Screens,Computers,North America,Martinsville,United States,2016,Qtr4,10,Oct,999
13043,3/26/2017,153,499,10,Store,No Discount,Contoso Projector 480p M481 Black,1,Projectors & Screens,Computers,North America,Austin,United States,2017,Qtr1,3,Mar,24.95
13154,9/29/2016,361,499,10,Store,No Discount,Contoso Projector 480p M481 White,1,Projectors & Screens,Computers,North America,Wheat Ridge,United States,2016,Qtr3,9,Sep,499
13256,3/14/2017,130,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Grand Junction,United States,2017,Qtr1,3,Mar,39.76
13317,10/18/2017,58,299,10,Store,No Discount,Contoso Screen 113in M251 Silver,1,Projectors & Screens,Computers,North America,Bellevue,United States,2017,Qtr4,10,Oct,20.93
13347,3/7/2017,33,68,10,Store,No Discount,Contoso Lens Adapter M450 Silver,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Bridgeport,United States,2017,Qtr1,3,Mar,68
13528,10/12/2017,93,259.99,10,Store,No Discount,Contoso DVD 14-Inch Player Portable L100 Black,1,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States,2017,Qtr4,10,Oct,259.99
13575,9/16/2016,215,332,10,Store,No Discount,Contoso SLR Camera M144 Gold,1,Digital SLR Cameras,Cameras and camcorders,North America,Lewisville,United States,2016,Qtr3,9,Sep,332
13630,10/6/2016,222,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Black",1,Digital SLR Cameras,Cameras and camcorders,North America,Longview,United States,2016,Qtr4,10,Oct,568
13678,9/24/2016,49,343,10,Store,No Discount,Contoso SLR Camera M145 Blue,1,Digital SLR Cameras,Cameras and camcorders,North America,New York,United States,2016,Qtr3,9,Sep,24.01
13932,3/18/2017,266,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Silver Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Port Washington,United States,2017,Qtr1,3,Mar,568
13974,4/1/2018,16,25,10,Store,No Discount,Contoso USB Cable M250 Yellow,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Roanoke,United States,2018,Qtr2,4,Apr,25
14123,11/11/2017,139,632,10,Store,No Discount,Contoso SLR Camera X145 Pink,1,Digital SLR Cameras,Cameras and camcorders,North America,Albany,United States,2017,Qtr4,11,Nov,44.24
14298,3/11/2018,243,300,10,Store,No Discount,Contoso Touch Screen Phones Infrared M901 Black,1,Touch Screen Phones,Cell phones,North America,Charlottesville,United States,2018,Qtr1,3,Mar,300
14308,10/14/2016,110,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Blue",1,Digital SLR Cameras,Cameras and camcorders,North America,Charleston,United States,2016,Qtr4,10,Oct,17.9
14316,3/16/2017,43,68,10,Store,No Discount,Contoso Lens Adapter M450 White,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Minden,United States,2017,Qtr1,3,Mar,68
14374,10/30/2017,2,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Red,1,Movie DVD,"Music, Movies and Audio Books",North America,Old Saybrook,United States,2017,Qtr4,10,Oct,0.9723
14418,10/14/2016,184,332,10,Store,No Discount,Contoso SLR Camera M144 Silver Grey,1,Digital SLR Cameras,Cameras and camcorders,North America,Bangor,United States,2016,Qtr4,10,Oct,332
14444,3/21/2018,143,299,10,Store,No Discount,Contoso Screen 113in M251 Black,1,Projectors & Screens,Computers,North America,Granger,United States,2018,Qtr1,3,Mar,299
14471,3/16/2017,221,646,10,Store,No Discount,Contoso SLR Camera X143 Grey,1,Digital SLR Cameras,Cameras and camcorders,North America,East Troy,United States,2017,Qtr1,3,Mar,32.3
14726,3/17/2019,39,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Blue",1,Digital SLR Cameras,Cameras and camcorders,North America,Paterson,United States,2019,Qtr1,3,Mar,25.06
14761,9/13/2016,209,358,10,Store,No Discount,"Contoso SLR Camera 35"" M358 Pink",1,Digital SLR Cameras,Cameras and camcorders,North America,Clifton,United States,2016,Qtr3,9,Sep,358
14844,3/26/2018,72,77.99,10,Store,No Discount,Contoso Genuine Leather Grip Belt E322 White,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Toppenish,United States,2018,Qtr1,3,Mar,77.99
14864,10/29/2017,89,109.95,10,Store,No Discount,Contoso 8GB Super-Slim MP3/Video Player M800 Green,1,MP4&MP3,Audio,North America,Charleston,United States,2017,Qtr4,10,Oct,109.95
14944,10/17/2016,2,13.89,10,Store,No Discount,Contoso DVD 58 DVD Storage Binder M55 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States,2016,Qtr4,10,Oct,0.9723
15145,3/13/2017,65,219,10,Store,No Discount,Contoso DVD Recorder L220 White,1,Movie DVD,"Music, Movies and Audio Books",North America,Granger,United States,2017,Qtr1,3,Mar,10.95
15174,3/19/2017,467,699,10,Store,No Discount,Contoso Projector 720p M620 Black,1,Projectors & Screens,Computers,North America,Poestenkill,United States,2017,Qtr1,3,Mar,699
15179,10/27/2018,175,299,10,Store,No Discount,Contoso Screen 113in M251 White,1,Projectors & Screens,Computers,North America,Granger,United States,2018,Qtr4,10,Oct,299
15184,3/7/2017,145,301,10,Store,No Discount,Contoso Sharp Touch Screen Phones M910 Black,1,Touch Screen Phones,Cell phones,North America,Sebring,United States,2017,Qtr1,3,Mar,301
15414,9/17/2016,466,999,10,Store,No Discount,Contoso Projector 720p M621 Silver,1,Projectors & Screens,Computers,North America,Morristown,United States,2016,Qtr3,9,Sep,999
15416,11/6/2017,74,179.99,10,Store,No Discount,Contoso DVD 12-Inch Player Portable M400 Silver,1,Movie DVD,"Music, Movies and Audio Books",North America,Germantown,United States,2017,Qtr4,11,Nov,179.99
15468,3/30/2017,109,999,10,Store,No Discount,Contoso Projector 720p M621 Silver,1,Projectors & Screens,Computers,North America,Worcester,United States,2017,Qtr1,3,Mar,69.93
15616,10/30/2017,51,59.99,10,Store,No Discount,Contoso 4G MP3 Player E400 Orange,1,MP4&MP3,Audio,North America,Fort Worth,United States,2017,Qtr4,10,Oct,59.99
15699,10/30/2016,228,499,10,Store,No Discount,Contoso Projector 480p M481 Silver,1,Projectors & Screens,Computers,North America,Sunnyside,United States,2016,Qtr4,10,Oct,499
15723,3/23/2017,47,95,10,Store,No Discount,Contoso Telephoto Conversion Lens M350 Silver,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Newark,United States,2017,Qtr1,3,Mar,95
15732,10/2/2016,18,25,10,Store,No Discount,Contoso USB Cable M250 Blue,1,Cameras & Camcorders Accessories,Cameras and camcorders,North America,Houston,United States,2016,Qtr4,10,Oct,25
15841,10/12/2017,77,332,10,Store,No Discount,Contoso SLR Camera M144 Gold,1,Digital SLR Cameras,Cameras and camcorders,North America,Englewood,United States,2017,Qtr4,10,Oct,23.24
16020,3/20/2018,17,219,10,Store,No Discount,Contoso DVD Recorder L230 Grey,1,Movie DVD,"Music, Movies and Audio Books",North America,Snoqualmie,United States,2018,Qtr1,3,Mar,15.33
16184,3/14/2017,41,343,10,Store,No Discount,Contoso SLR Camera M145 Blue,1,Digital SLR Cameras,Cameras and camcorders,North America,Cedar Park,United States,2017,Qtr1,3,Mar,24.01
16217,9/22/2017,219,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Silver Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Wheat Ridge,United States,2017,Qtr3,9,Sep,568
16230,9/3/2016,762,2295,10,Store,No Discount,Contoso Projector 1080p X980 Black,1,Projectors & Screens,Computers,North America,Lakeland,United States,2016,Qtr3,9,Sep,114.75
16266,10/7/2018,127,255,10,Store,No Discount,Contoso 32GB Video MP3 Player M3200 Orange,1,MP4&MP3,Audio,North America,Baytown,United States,2018,Qtr4,10,Oct,255
16636,10/10/2016,158,332,10,Store,No Discount,Contoso SLR Camera M144 Silver Grey,1,Digital SLR Cameras,Cameras and camcorders,North America,Provincetown,United States,2016,Qtr4,10,Oct,332
16870,9/1/2017,10,9.99,10,Store,No Discount,Contoso DVD 38 DVD Storage Binder E25 Red,1,Movie DVD,"Music, Movies and Audio Books",North America,Fredericksburg,United States,2017,Qtr3,9,Sep,9.99
16967,9/1/2016,89,568,10,Store,No Discount,"Contoso SLR Camera 35"" X358 Silver Grey",1,Digital SLR Cameras,Cameras and camcorders,North America,Holyoke,United States,2016,Qtr3,9,Sep,39.76
17025,9/10/2017,375,499,10,Store,No Discount,Contoso Projector 480p M481 White,1,Projectors & Screens,Computers,North America,Cedar Park,United States,2017,Qtr3,9,Sep,499
17027,11/3/2018,58,459,10,Store,No Discount,Contoso Screen 125in M250 Silver,1,Projectors & Screens,Computers,North America,Georgetown,United States,2018,Qtr4,11,Nov,32.13
17081,9/8/2016,237,343,10,Store,No Discount,Contoso SLR Camera M145 Blue,1,Digital SLR Cameras,Cameras and camcorders,North America,Leominster,United States,2016,Qtr3,9,Sep,343
17135,11/6/2016,384,699,10,Store,No Discount,Contoso Projector 720p M620 Silver,1,Projectors & Screens,Computers,North America,Hoboken,United States,2016,Qtr4,11,Nov,699
